Time	WaterLevel_cm
2021040602	48.230900
2021040603	48.160400
2021040604	48.160400
2021040605	48.160400
2021040606	48.160400
2021040607	48.090000
2021040608	48.019600
2021040609	47.949200
2021040610	47.878800
2021040611	47.878800
2021040612	47.808400
2021040613	47.808400
2021040614	47.808400
2021040615	47.808400
2021040616	47.808400
2021040617	47.808400
2021040618	47.808400
2021040619	47.808400
2021040620	47.738000
2021040621	47.738000
2021040622	47.738000
2021040623	47.667600
2021040700	47.667600
2021040701	47.667600
2021040702	47.667600
2021040703	47.667600
2021040704	47.597200
2021040705	47.597200
2021040706	47.526800
2021040707	47.526800
2021040708	47.456300
2021040709	47.456300
2021040710	47.385900
2021040711	47.315500
2021040712	47.385900
2021040713	47.315500
2021040714	47.245100
2021040715	47.245100
2021040716	47.315500
2021040717	47.315500
2021040718	47.315500
2021040719	47.385900
2021040720	47.385900
2021040721	47.385900
2021040722	47.315500
2021040723	47.315500
2021040800	47.315500
2021040801	47.315500
2021040802	47.315500
2021040803	47.315500
2021040804	47.315500
2021040805	47.245100
2021040806	47.245100
2021040807	47.174700
2021040808	47.104300
2021040809	47.033900
2021040810	47.033900
2021040811	46.963500
2021040812	46.963500
2021040813	46.963500
2021040814	46.963500
2021040815	46.963500
2021040816	46.963500
2021040817	47.033900
2021040818	47.104300
2021040819	47.104300
2021040820	47.033900
2021040821	47.033900
2021040822	47.033900
2021040823	47.033900
2021040900	47.033900
2021040901	47.104300
2021040902	47.104300
2021040903	47.174700
2021040904	47.104300
2021040905	47.033900
2021040906	47.033900
2021040907	47.033900
2021040908	46.963500
2021040909	46.822700
2021040910	46.822700
2021040911	46.822700
2021040912	46.752200
2021040913	46.752200
2021040914	46.752200
2021040915	46.752200
2021040916	46.752200
2021040917	46.822700
2021040918	46.822700
2021040919	46.822700
2021040920	46.752200
2021040921	46.752200
2021040922	46.752200
2021040923	46.752200
2021041000	46.752200
2021041001	46.752200
2021041002	46.752200
2021041003	46.752200
2021041004	46.752200
2021041005	46.752200
2021041006	46.681800
2021041007	46.611400
2021041008	46.541000
2021041009	46.541000
2021041010	46.470600
2021041011	46.470600
2021041012	46.470600
2021041013	46.470600
2021041014	46.470600
2021041015	46.470600
2021041016	46.470600
2021041017	46.541000
2021041018	46.541000
2021041019	46.611400
2021041020	46.541000
2021041021	46.541000
2021041022	46.541000
2021041023	46.541000
2021041100	46.611400
2021041101	46.681800
2021041102	46.611400
2021041103	46.611400
2021041104	46.541000
2021041105	46.541000
2021041106	46.470600
2021041107	46.400200
2021041108	46.400200
2021041109	46.329800
2021041110	46.259400
2021041111	46.259400
2021041112	46.189000
2021041113	46.259400
2021041114	46.259400
2021041115	46.189000
2021041116	46.189000
2021041117	46.189000
2021041118	46.259400
2021041119	46.259400
2021041120	46.259400
2021041121	46.259400
2021041122	46.259400
2021041123	46.259400
2021041200	46.259400
2021041201	46.259400
2021041202	46.259400
2021041203	46.259400
2021041204	46.259400
2021041205	46.189000
2021041206	46.189000
2021041207	46.118500
2021041208	45.977700
2021041209	45.977700
2021041210	45.907300
2021041211	45.836900
2021041212	45.836900
2021041213	45.766500
2021041214	45.766500
2021041215	45.766500
2021041216	45.766500
2021041217	45.766500
2021041218	45.766500
2021041219	45.836900
2021041220	45.836900
2021041221	45.907300
2021041222	45.836900
2021041223	45.836900
2021041300	45.766500
2021041301	45.766500
2021041302	45.836900
2021041303	45.836900
2021041304	45.766500
2021041305	45.766500
2021041306	45.766500
2021041307	45.625700
2021041308	45.625700
2021041309	45.555300
2021041310	45.484900
2021041311	45.484900
2021041312	45.484900
2021041313	45.414400
2021041314	45.344000
2021041315	45.414400
2021041316	45.414400
2021041317	45.414400
2021041318	45.484900
2021041319	45.484900
2021041320	45.414400
2021041321	45.414400
2021041322	45.414400
2021041323	45.414400
2021041400	45.344000
2021041401	45.273600
2021041402	45.273600
2021041403	45.273600
2021041404	45.273600
2021041405	45.203200
2021041406	45.132800
2021041407	45.062400
2021041408	45.062400
2021041409	44.992000
2021041410	44.921600
2021041411	44.851200
2021041412	44.851200
2021041413	44.851200
2021041414	44.780800
2021041415	44.780800
2021041416	44.780800
2021041417	44.710300
2021041418	44.710300
2021041419	44.780800
2021041420	44.710300
2021041421	44.710300
2021041422	44.710300
2021041423	44.710300
2021041500	44.710300
2021041501	44.710300
2021041502	44.710300
2021041503	44.710300
2021041504	44.710300
2021041505	44.639900
2021041506	44.639900
2021041507	44.499100
2021041508	44.428700
2021041509	44.428700
2021041510	44.358300
2021041511	44.358300
2021041512	44.287900
2021041513	44.287900
2021041514	44.287900
2021041515	44.287900
2021041516	44.287900
2021041517	44.287900
2021041518	44.287900
2021041519	44.287900
2021041520	44.287900
2021041521	44.287900
2021041522	44.287900
2021041523	44.287900
2021041600	44.287900
2021041601	44.287900
2021041602	44.287900
2021041603	44.287900
2021041604	44.287900
2021041605	44.287900
2021041606	44.217500
2021041607	44.147100
2021041608	44.147100
2021041609	44.076700
2021041610	44.006300
2021041611	44.006300
2021041612	43.935800
2021041613	43.935800
2021041614	43.935800
2021041615	43.935800
2021041616	43.935800
2021041617	43.935800
2021041618	43.935800
2021041619	43.935800
2021041620	43.935800
2021041621	43.935800
2021041622	43.935800
2021041623	43.865400
2021041700	43.865400
2021041701	43.865400
2021041702	43.865400
2021041703	43.795000
2021041704	43.795000
2021041705	43.724600
2021041706	43.724600
2021041707	43.654200
2021041708	43.583800
2021041709	43.513400
2021041710	43.513400
2021041711	43.443000
2021041712	43.443000
2021041713	43.372600
2021041714	43.372600
2021041715	43.302200
2021041716	43.302200
2021041717	43.302200
2021041718	43.302200
2021041719	43.372600
2021041720	43.302200
2021041721	43.302200
2021041722	43.231700
2021041723	43.231700
2021041800	43.302200
2021041801	43.231700
2021041802	43.231700
2021041803	43.231700
2021041804	43.231700
2021041805	43.161300
2021041806	43.161300
2021041807	43.090900
2021041808	42.950100
2021041809	42.879700
2021041810	42.809300
2021041811	42.738900
2021041812	42.738900
2021041813	42.668500
2021041814	42.668500
2021041815	42.668500
2021041816	42.668500
2021041817	42.668500
2021041818	42.738900
2021041819	42.738900
2021041820	42.738900
2021041821	42.738900
2021041822	42.738900
2021041823	42.738900
2021041900	42.738900
2021041901	42.738900
2021041902	42.738900
2021041903	42.738900
2021041904	42.668500
2021041905	42.668500
2021041906	42.598100
2021041907	42.598100
2021041908	42.527600
2021041909	42.527600
2021041910	42.457200
2021041911	42.386800
2021041912	42.386800
2021041913	42.386800
2021041914	42.316400
2021041915	42.316400
2021041916	42.386800
2021041917	42.386800
2021041918	42.457200
2021041919	42.457200
2021041920	42.457200
2021041921	42.457200
2021041922	42.457200
2021041923	42.457200
2021042000	42.386800
2021042001	42.457200
2021042002	42.457200
2021042003	42.457200
2021042004	42.457200
2021042005	42.457200
2021042006	42.386800
2021042007	42.316400
2021042008	42.316400
2021042009	42.246000
2021042010	42.175600
2021042011	42.175600
2021042012	42.175600
2021042013	42.175600
2021042014	42.175600
2021042015	42.175600
2021042016	42.175600
2021042017	42.175600
2021042018	42.175600
2021042019	42.175600
2021042020	42.175600
2021042021	42.105200
2021042022	42.105200
2021042023	42.105200
2021042100	42.105200
2021042101	42.034800
2021042102	42.105200
2021042103	42.034800
2021042104	42.034800
2021042105	42.034800
2021042106	41.964400
2021042107	41.894000
2021042108	41.823500
2021042109	41.753100
2021042110	41.753100
2021042111	41.682700
2021042112	41.682700
2021042113	41.682700
2021042114	41.612300
2021042115	41.612300
2021042116	41.612300
2021042117	41.612300
2021042118	41.682700
2021042119	41.682700
2021042120	41.612300
2021042121	41.541900
2021042122	41.541900
2021042123	41.541900
2021042200	41.541900
2021042201	41.541900
2021042202	41.541900
2021042203	41.471500
2021042204	41.471500
2021042205	41.401100
2021042206	41.401100
2021042207	41.330700
2021042208	41.260300
2021042209	41.189800
2021042210	41.119400
2021042211	41.119400
2021042212	41.119400
2021042213	41.119400
2021042214	41.119400
2021042215	41.119400
2021042216	41.119400
2021042217	41.119400
2021042218	41.119400
2021042219	41.119400
2021042220	41.049000
2021042221	41.049000
2021042222	41.049000
2021042223	40.978600
2021042300	40.978600
2021042301	40.978600
2021042302	40.978600
2021042303	40.978600
2021042304	40.908200
2021042305	40.908200
2021042306	40.837800
2021042307	40.767400
2021042308	40.697000
2021042309	40.626600
2021042310	40.556200
2021042311	40.556200
2021042312	40.556200
2021042313	40.485700
2021042314	40.556200
2021042315	40.556200
2021042316	40.556200
2021042317	40.556200
2021042318	40.556200
2021042319	40.556200
2021042320	40.485700
2021042321	40.556200
2021042322	40.485700
2021042323	40.485700
2021042400	40.485700
2021042401	40.415300
2021042402	40.415300
2021042403	40.344900
2021042404	40.344900
2021042405	40.344900
2021042406	40.344900
2021042407	40.274500
2021042408	40.274500
2021042409	40.204100
2021042410	40.204100
2021042411	40.133700
2021042412	40.133700
2021042413	40.063300
2021042414	40.063300
2021042415	40.063300
2021042416	40.133700
2021042417	40.133700
2021042418	40.133700
2021042419	40.133700
2021042420	40.133700
2021042421	40.063300
2021042422	40.063300
2021042423	40.133700
2021042500	40.063300
2021042501	40.133700
2021042502	40.133700
2021042503	40.063300
2021042504	40.063300
2021042505	40.063300
2021042506	40.063300
2021042507	39.992900
2021042508	39.992900
2021042509	39.922500
2021042510	39.922500
2021042511	39.922500
2021042512	39.922500
2021042513	39.922500
2021042514	39.922500
2021042515	39.852100
2021042516	39.852100
2021042517	39.781600
2021042518	39.781600
2021042519	39.781600
2021042520	39.711200
2021042521	39.711200
2021042522	39.711200
2021042523	39.711200
2021042600	39.640800
2021042601	39.640800
2021042602	39.640800
2021042603	39.640800
2021042604	39.640800
2021042605	39.640800
2021042606	39.570400
2021042607	39.500000
2021042608	39.429600
2021042609	39.359200
2021042610	39.288800
2021042611	39.218400
2021042612	39.218400
2021042613	39.218400
2021042614	39.218400
2021042615	39.218400
2021042616	39.218400
2021042617	39.218400
2021042618	39.218400
2021042619	39.218400
2021042620	39.148000
2021042621	39.148000
2021042622	39.148000
2021042623	39.148000
2021042700	39.077600
2021042701	39.077600
2021042702	39.077600
2021042703	39.077600
2021042704	39.007100
2021042705	39.007100
2021042706	38.936700
2021042707	38.866300
2021042708	38.795900
2021042709	38.725500
2021042711	38.655100
2021042712	38.584700
2021042713	38.514300
2021042714	38.443900
2021042715	38.443900
2021042716	38.443900
2021042717	38.443900
2021042718	38.443900
2021042719	38.443900
2021042720	38.373500
2021042721	38.373500
2021042722	38.373500
2021042723	38.303000
2021042800	38.303000
2021042801	38.303000
2021042802	38.303000
2021042803	38.303000
2021042804	38.303000
2021042805	38.232600
2021042806	38.232600
2021042807	38.091800
2021042808	38.021400
2021042809	37.951000
2021042810	37.880600
2021042811	37.880600
2021042812	37.810200
2021042813	37.739800
2021042814	37.739800
2021042815	37.739800
2021042816	37.739800
2021042817	37.739800
2021042818	37.739800
2021042819	37.810200
2021042820	37.739800
2021042821	37.739800
2021042822	37.739800
2021042823	37.739800
2021042900	37.739800
2021042901	37.739800
2021042902	37.739800
2021042903	37.739800
2021042904	37.669400
2021042905	37.669400
2021042906	37.598900
2021042907	37.528500
2021042908	37.528500
2021042909	37.458100
2021042910	37.317300
2021042911	37.246900
2021042912	37.246900
2021042913	37.176500
2021042914	37.176500
2021042915	37.176500
2021042916	37.176500
2021042917	37.176500
2021042918	37.176500
2021042919	37.246900
2021042920	37.246900
2021042921	37.176500
2021042922	37.246900
2021042923	37.317300
2021043000	37.246900
2021043001	37.246900
2021043002	37.317300
2021043003	37.317300
2021043004	37.317300
2021043005	37.246900
2021043006	37.246900
2021043007	37.176500
2021043008	37.176500
2021043009	37.106100
2021043010	36.965200
2021043011	36.965200
2021043012	36.894800
2021043013	36.894800
2021043014	36.894800
2021043015	36.965200
2021043016	36.965200
2021043017	36.965200
2021043018	37.035700
2021043019	37.035700
2021043020	36.894800
2021043021	36.894800
2021043022	36.965200
2021043023	36.965200
2021050100	36.894800
2021050101	36.965200
2021050102	36.965200
2021050103	37.035700
2021050104	36.965200
2021050105	36.965200
2021050106	36.894800
2021050107	36.824400
2021050108	36.754000
2021050109	36.754000
2021050110	36.683600
2021050111	36.683600
2021050112	36.683600
2021050113	36.613200
2021050114	36.613200
2021050115	36.613200
2021050116	36.613200
2021050117	36.613200
2021050118	36.613200
2021050119	36.613200
2021050120	36.613200
2021050121	36.542800
2021050122	36.542800
2021050123	36.542800
2021050200	36.472400
2021050201	36.472400
2021050202	36.472400
2021050203	36.402000
2021050204	36.402000
2021050205	36.402000
2021050206	36.331600
2021050207	36.261100
2021050208	36.190700
2021050209	36.120300
2021050210	36.049900
2021050211	36.049900
2021050212	35.979500
2021050213	35.909100
2021050214	35.909100
2021050215	35.909100
2021050216	35.909100
2021050217	35.909100
2021050218	35.838700
2021050219	35.838700
2021050220	35.838700
2021050221	35.768300
2021050222	35.838700
2021050223	35.838700
2021050300	35.768300
2021050301	35.768300
2021050302	35.768300
2021050303	35.768300
2021050304	35.697900
2021050305	35.697900
2021050306	35.627500
2021050307	35.557000
2021050308	35.486600
2021050309	35.416200
2021050310	35.416200
2021050311	35.345800
2021050312	35.275400
2021050313	35.275400
2021050314	35.205000
2021050315	35.205000
2021050316	35.134600
2021050317	35.064200
2021050318	35.134600
2021050319	35.134600
2021050320	35.134600
2021050321	35.064200
2021050322	35.064200
2021050323	35.064200
2021050400	35.064200
2021050401	35.064200
2021050402	35.064200
2021050403	34.993800
2021050404	34.993800
2021050405	34.993800
2021050406	34.923400
2021050407	34.853000
2021050408	34.782500
2021050409	34.712100
2021050410	34.641700
2021050411	34.571300
2021050412	34.571300
2021050413	34.500900
2021050414	34.500900
2021050415	34.500900
2021050416	34.500900
2021050417	34.430500
2021050418	34.430500
2021050419	34.500900
2021050420	34.430500
2021050421	34.430500
2021050422	34.430500
2021050423	34.430500
2021050500	34.430500
2021050501	34.430500
2021050502	34.430500
2021050503	34.430500
2021050504	34.430500
2021050505	34.430500
2021050506	34.360100
2021050507	34.289700
2021050508	34.219300
2021050509	34.148900
2021050510	34.078400
2021050511	34.008000
2021050512	33.937600
2021050513	33.937600
2021050514	33.867200
2021050515	33.867200
2021050516	33.867200
2021050517	33.796800
2021050518	33.867200
2021050519	33.867200
2021050520	33.867200
2021050521	33.867200
2021050522	33.796800
2021050523	33.867200
2021050600	33.796800
2021050601	33.796800
2021050602	33.867200
2021050603	33.867200
2021050604	33.796800
2021050605	33.796800
2021050606	33.726400
2021050607	33.726400
2021050608	33.726400
2021050609	33.656000
2021050610	33.585600
2021050611	33.515200
2021050612	33.374300
2021050613	33.374300
2021050614	33.374300
2021050615	33.374300
2021050616	33.374300
2021050617	33.374300
2021050618	33.374300
2021050619	33.374300
2021050620	33.374300
2021050621	33.233500
2021050622	33.303900
2021050623	33.374300
2021050700	33.303900
2021050701	33.303900
2021050702	33.303900
2021050703	33.303900
2021050704	33.233500
2021050705	33.233500
2021050706	33.163100
2021050707	33.092700
2021050708	33.022300
2021050709	32.951900
2021050710	32.881500
2021050711	32.811100
2021050712	32.811100
2021050713	32.740700
2021050714	32.740700
2021050715	32.740700
2021050716	32.740700
2021050717	32.740700
2021050718	32.740700
2021050719	32.740700
2021050720	32.740700
2021050721	32.670200
2021050722	32.670200
2021050723	32.670200
2021050800	32.670200
2021050801	32.670200
2021050802	32.670200
2021050803	32.670200
2021050804	32.599800
2021050805	32.599800
2021050806	32.529400
2021050807	32.459000
2021050808	32.388600
2021050809	32.388600
2021050810	32.318200
2021050811	32.247800
2021050812	32.247800
2021050813	32.177400
2021050814	32.177400
2021050815	32.107000
2021050816	32.107000
2021050817	32.036600
2021050818	32.036600
2021050819	32.036600
2021050820	32.036600
2021050821	32.036600
2021050822	32.036600
2021050823	32.036600
